country,continent,subject,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,nmiss
 South Africa ,Africa, Life expectancy ,45.009998,47.990002,49.950001,51.93,53.700001,55.529999,58.16,60.830002,61.889999,60.240002,53.369999,49.34,0
 South Africa ,Africa, Population ,14264935,16151549,18356656,20997320,23935810,27129932,31140028,35933380,39964160,42835004,44433624,43997828,0
 Spain ,Europe," Gross domestic product per capita, constant prices ",3834.03,4564.7998,5693.8398,7993.5098,10638.75,13236.92,13926.17,15764.98,18603.061,20445.301,24835.471,28821.061,0
 Spain ,Europe, Life expectancy ,64.940002,66.660004,69.690002,71.440002,73.059998,74.389999,76.300003,76.900002,77.57,78.769997,79.779999,80.940002,0
 Spain ,Europe, Population ,28549870,29841614,31158060,32850276,34513160,36439000,37983312,38880704,39549440,39855440,40152516,40448192,0
 Sri Lanka ,Asia," Gross domestic product per capita, constant prices ",1083.53,1072.55,1074.47,1135.51,1213.4,1348.78,1648.08,1876.77,2153.74,2664.48,3015.3799,3970.1001,0
 Sri Lanka ,Asia, Life expectancy ,57.59,61.459999,62.189999,64.269997,65.040001,65.949997,68.760002,69.010002,70.379997,70.459999,70.82,72.400002,0
 Sri Lanka ,Asia, Population ,7982342,9128546,10421936,11737396,13016733,14116836,15410151,16495304,17587060,18698656,19576784,20378240,0
 Sudan ,Africa," Gross domestic product per capita, constant prices ",1615.99,1770.34,1959.59,1688,1659.65,2202.99,1895.54,1507.8199,1492.2,1632.21,1993.4,2602.3899,0
 Sudan ,Africa, Life expectancy ,38.639999,39.619999,40.869999,42.860001,45.080002,47.799999,50.34,51.740002,53.560001,55.369999,56.369999,58.560001,0
 Sudan ,Africa, Population ,8504667,9753392,11183227,12716129,14597019,17104986,20367052,24725960,28227588,32160728,37090296,42292928,0
 Swaziland ,Africa," Gross domestic product per capita, constant prices ",1148.38,1244.71,1856.1801,2613.1001,3364.8401,3781.4099,3895.3799,3984.8401,3553.02,3876.77,4128.1201,4513.48,0
 Swaziland ,Africa, Life expectancy ,41.41,43.419998,44.990002,46.630001,49.549999,52.540001,55.560001,57.68,58.470001,54.290001,43.869999,39.610001,0
 Swaziland ,Africa, Population ,290243,326741,370006,420690,480105,551425,649901,779348,962344,1054486,1130269,1133066,0
 Sweden ,Europe," Gross domestic product per capita, constant prices ",8527.8398,9911.8799,12329.44,15258.3,17832.02,18855.73,20667.381,23586.93,23880.02,25266.59,29341.631,33859.75,0
 Sweden ,Europe, Life expectancy ,71.860001,72.489998,73.370003,74.160004,74.720001,75.440002,76.419998,77.190002,78.160004,79.389999,80.040001,80.879997,0
 Sweden ,Europe, Population ,7124673,7363802,7561588,7867931,8122293,8251648,8325260,8421403,8718867,8897619,8954175,9031088,0
 Switzerland ,Europe," Gross domestic product per capita, constant prices ",14734.23,17909.49,20431.09,22966.141,27195.109,26982.289,28397.721,30281.699,31871.529,32135.32,34480.961,37506.422,0
 Switzerland ,Europe, Life expectancy ,69.620003,70.559998,71.32,72.769997,73.779999,75.389999,76.209999,77.410004,78.029999,79.370003,80.620003,81.699997,0
 Switzerland ,Europe, Population ,4815000,5126000,5666000,6063000,6401400,6316424,6468126,6649942,6995447,7193761,7361757,7554661,0
 Syria ,Asia," Gross domestic product per capita, constant prices ",1643.49,2117.23,2193.04,1881.92,2571.4199,3195.48,3761.8401,3116.77,3340.54,4014.24,4090.9299,4184.5498,0
 Syria ,Asia, Life expectancy ,45.880001,48.279999,50.310001,53.66,57.299999,61.200001,64.589996,66.970001,69.25,71.529999,73.050003,74.139999,0
 Syria ,Asia, Population ,3661549,4149908,4834621,5680812,6701172,7932503,9410494,11242847,13219062,15081016,17155814,19314748,0
 Taiwan ,Asia," Gross domestic product per capita, constant prices ",1206.95,1507.86,1822.88,2643.8601,4062.52,5596.52,7426.3501,11054.56,15215.66,20206.82,23235.42,28718.279,0
 Taiwan ,Asia, Life expectancy ,58.5,62.400002,65.199997,67.5,69.389999,70.589996,72.160004,73.400002,74.260002,75.25,76.989998,78.400002,0
 Taiwan ,Asia, Population ,8550362,10164215,11918938,13648692,15226039,16785196,18501390,19757800,20686918,21628604,22454240,23174294,0
 Tanzania ,Africa," Gross domestic product per capita, constant prices ",716.65002,698.53998,722,848.21997,915.98999,962.48999,874.23999,831.82001,825.67999,789.19,899.07001,1107.48,0
 Tanzania ,Africa, Life expectancy ,41.220001,42.970001,44.25,45.759998,47.619999,49.919998,50.610001,51.540001,50.439999,48.470001,49.650002,52.52,0
 Tanzania ,Africa, Population ,8322925,9452826,10863958,12607312,14706593,17129564,19844382,23040630,26605472,30686888,34593780,38139640,0
 Thailand ,Asia," Gross domestic product per capita, constant prices ",757.79999,793.58002,1002.2,1295.46,1524.36,1961.22,2393.22,2982.6499,4616.8999,5852.6299,5913.1899,7458.3999,0
 Thailand ,Asia, Life expectancy ,50.849998,53.630001,56.060001,58.290001,60.41,62.490002,64.599998,66.080002,67.300003,67.519997,68.559998,70.620003,0
 Thailand ,Asia, Population ,21289402,25041916,29263396,34024248,39276152,44148284,48827160,52910344,56667096,60216676,62806748,65068148,0
 Togo ,Africa," Gross domestic product per capita, constant prices ",859.81,925.90997,1067.53,1477.6,1649.66,1532.78,1344.58,1202.2,1034.3,982.28998,886.21997,882.96997,0
 Togo ,Africa, Life expectancy ,38.599998,41.209999,43.919998,46.77,49.759998,52.889999,55.470001,56.939999,58.060001,58.389999,57.560001,58.419998,0
 Togo ,Africa, Population ,1219113,1357445,1528098,1735550,2056351,2308582,2644765,3154264,3747553,4320890,4977378,5701579,0
 Trinidad and Tobago ,Americas," Gross domestic product per capita, constant prices ",3023.27,4100.3901,4997.52,5621.3701,6619.5498,7899.5498,9119.5303,7388.6001,7370.9902,8792.5703,11460.6,18008.51,0
 Trinidad and Tobago ,Americas, Life expectancy ,59.099998,61.799999,64.900002,65.400002,65.900002,68.300003,68.830002,69.580002,69.860001,69.470001,68.980003,69.82,0
 Trinidad and Tobago ,Americas, Population ,662850,764900,887498,960155,975199,1039009,1116479,1191336,1183669,1138101,1101832,1056608,0
 Tunisia ,Africa," Gross domestic product per capita, constant prices ",1468.48,1395.23,1660.3,1932.36,2753.29,3120.8799,3560.23,3810.4199,4332.7202,4876.7998,5722.8999,7092.9199,0
 Tunisia ,Africa, Life expectancy ,44.599998,47.099998,49.580002,52.049999,55.599998,59.84,64.050003,66.889999,70,71.970001,73.040001,73.919998,0
 Tunisia ,Africa, Population ,3647735,3950849,4286552,4786986,5303507,6005061,6734098,7724976,8523077,9231669,9770575,10276158,0
 Turkey ,Europe," Gross domestic product per capita, constant prices ",1969.1,2218.75,2322.8701,2826.3601,3450.7,4269.1201,4241.3599,5089.04,5678.3501,6601.4302,6508.0898,8458.2803,0
 Turkey ,Europe, Life expectancy ,43.59,48.080002,52.099998,54.34,57.009998,59.509998,61.040001,63.110001,66.150002,68.839996,70.849998,71.779999,0
 Turkey ,Europe, Population ,22235676,25670940,29788696,33411316,37492952,42404032,47328792,52881328,58179144,63047648,67308928,71158648,0
 Uganda ,Africa," Gross domestic product per capita, constant prices ",734.75,774.37,767.27002,908.91998,950.73999,843.72998,682.27002,617.71997,644.16998,816.56,927.71997,1056.38,0
 Uganda ,Africa, Life expectancy ,39.98,42.57,45.34,48.049999,51.02,50.349998,49.849998,51.509998,48.830002,44.580002,47.810001,51.540001,0
 Uganda ,Africa, Population ,5824797,6675501,7688797,8900294,10190285,11457758,12939400,15283050,18252190,21210254,24739868,29170398,0
 United Kingdom ,Europe," Gross domestic product per capita, constant prices ",9979.5098,11283.18,12477.18,14142.85,15895.12,17428.75,18232.42,21664.789,22705.09,26074.529,29479,33203.262,0
 United Kingdom ,Europe, Life expectancy ,69.18,70.419998,70.760002,71.360001,72.010002,72.760002,74.040001,75.010002,76.419998,77.220001,78.470001,79.43,0
 United Kingdom ,Europe, Population ,50430000,51430000,53292000,54959000,56079000,56179000,56339704,56981620,57866348,58808264,59912432,60776240,0
 United States ,Americas," Gross domestic product per capita, constant prices ",13990.48,14847.13,16173.15,19530.369,21806.039,24072.631,25009.561,29884.35,32003.93,35767.43,39097.102,42951.648,0
 United States ,Americas, Life expectancy ,68.440002,69.489998,70.209999,70.760002,71.339996,73.379997,74.650002,75.019997,76.089996,76.809998,77.309998,78.239998,0
 United States ,Americas, Population ,157552992,171984000,186538000,198712000,209896000,220239008,232187840,242803536,256894192,272911744,287675520,301139936,0
 Uruguay ,Americas," Gross domestic product per capita, constant prices ",5716.77,6150.77,5603.3599,5444.6201,5703.4102,6504.3398,6920.2202,7452.3999,8137,9230.2402,7727,10611.46,0
 Uruguay ,Americas, Life expectancy ,66.07,67.040001,68.25,68.470001,68.669998,69.480003,70.809998,71.919998,72.75,74.220001,75.309998,76.379997,0
 Uruguay ,Americas, Population ,2252965,2424959,2598466,2748579,2829526,2873520,2953997,3045153,3149262,3262838,3363085,3447496,0
 Venezuela ,Americas," Gross domestic product per capita, constant prices ",7689.7998,9802.4697,8422.9697,9541.4697,10505.26,13143.95,11152.41,9883.5801,10733.93,10165.5,8605.0498,11415.81,0
 Venezuela ,Americas, Life expectancy ,55.09,57.91,60.77,63.48,65.709999,67.459999,68.559998,70.190002,71.150002,72.150002,72.769997,73.75,0
 Venezuela ,Americas, Population ,5439568,6702668,8143375,9709552,11515649,13503563,15620766,17910182,20265564,22374398,24287670,26084662,0
 Vietnam ,Asia," Gross domestic product per capita, constant prices ",605.07001,676.28998,772.04999,637.12,699.5,713.53998,707.23999,820.79999,989.02002,1385.9,1764.46,2441.5801,0
 Vietnam ,Asia, Life expectancy ,40.41,42.889999,45.360001,47.84,50.25,55.759998,58.82,62.82,67.660004,70.669998,73.019997,74.25,0
 Vietnam ,Asia, Population ,26246840,28998544,33796140,39463912,44655016,50533504,56142180,62826492,69940728,76048992,80908144,85262352,0
 West Bank and Gaza ,Asia," Gross domestic product per capita, constant prices ",1515.59,1827.0699,2198.96,2649.72,3133.4099,3682.8301,4336.0298,5107.2002,6017.6499,7110.6699,4515.4902,3025.3501,0
 West Bank and Gaza ,Asia, Life expectancy ,43.16,45.669998,48.130001,51.630001,56.529999,60.77,64.410004,67.050003,69.720001,71.099998,72.370003,73.419998,0
 West Bank and Gaza ,Asia, Population ,1030585,1070439,1133134,1142636,1089572,1261091,1425876,1691210,2104779,2826046,3389578,4018332,0
" Yemen, Rep. ",Asia," Gross domestic product per capita, constant prices ",781.71997,804.83002,825.62,862.44,1265.05,1829.77,1977.5601,1971.74,1879.5,2117.48,2234.8201,2280.77,0
" Yemen, Rep. ",Asia, Life expectancy ,32.549999,33.970001,35.18,36.98,39.849998,44.18,49.110001,52.919998,55.599998,58.02,60.310001,62.700001,0
" Yemen, Rep. ",Asia, Population ,4963829,5498090,6120081,6740785,7407075,8403990,9657618,11219340,13367997,15826497,18701256,22211744,0
 Zambia ,Africa," Gross domestic product per capita, constant prices ",1147.39,1311.96,1452.73,1777.08,1773.5,1588.6899,1408.6801,1213.3199,1210.88,1071.35,1071.61,1271.21,0
 Zambia ,Africa, Life expectancy ,42.040001,44.080002,46.02,47.77,50.110001,51.389999,51.82,50.82,46.099998,40.240002,39.189999,42.380001,0
 Zambia ,Africa, Population ,2672000,3016000,3421000,3900000,4506497,5216550,6100407,7272406,8381163,9417789,10595811,11746035,0
 Zimbabwe ,Africa," Gross domestic product per capita, constant prices ",406.88,518.76001,527.27002,569.79999,799.35999,685.59003,788.85999,706.15997,693.41998,792.45001,672.03998,469.70999,0
 Zimbabwe ,Africa, Life expectancy ,48.450001,50.470001,52.360001,54,55.639999,57.669998,60.360001,62.349998,60.380001,46.810001,39.990002,43.490002,0
 Zimbabwe ,Africa, Population ,3080907,3646340,4277736,4995432,5861135,6642107,7636524,9216418,10704340,11404948,11926563,12311143,0
