StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,01,02,03,03a,04,04a,05,05a,05b,06,06a,07,08,09,09_10_TEXT,10,10a,11a,11b,11c,coursename,topic,cohort,version,link,prog,link2
2022-01-27 10:39:20,2022-01-27 10:41:59,IP Address,158.143.210.245,88,159,False,2022-02-03 10:42:00,R_2azPBprI6K2bfoY,,,,,,,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,"Very clear exercises, it was much easier to carry out the task with such good instructions. ",Yes,No,,"The tutor was very helpful, Ms. Chen went through the tasks and topic before the class started which gave a clear overview. I am very satisfied. ",Keep up the good work!,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"I could take it from anywhere really. ","Python Fundamentals 8: Conditionals ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EYlaqJGUlYJDpFrkTX-42tsBe3CyO-oNTI6UtetNmiTf4w?e=N1cRpu,DS,
2022-02-03 10:47:45,2022-02-03 10:49:30,IP Address,158.143.196.248,100,104,True,2022-02-03 10:49:30,R_XYVVC8fopWpIRPj,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,Instructor was great! Very kind and very helpful.,Yes,No,,"Very kind, helpful, and overall a good guy.",No.,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,In isolation.,R,,,,,,
2022-01-27 10:32:33,2022-01-27 10:54:46,IP Address,37.120.234.212,88,1332,False,2022-02-03 10:54:50,R_2Xn5oZQapeI6L2R,,,,,,,anonymous,EN-GB,Satisfied,Staff,Fairly confident,,No,,No,,,No,,Helpful,No,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Not resident in the UK,"Python Fundamentals 8: Conditionals ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EYlaqJGUlYJDpFrkTX-42tsBe3CyO-oNTI6UtetNmiTf4w?e=N1cRpu,DS,
2022-02-03 10:56:40,2022-02-03 10:58:27,IP Address,158.143.228.213,100,107,True,2022-02-03 10:58:28,R_3Pc22TzZ5jhXS79,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,"He was very friendly and helped us when we needed. ",It was really interesting and would be cool to have more coding classes.,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"It was more convenient online, but I think I would prefer in-person if there were more options ",R,,,,,,
2022-02-03 10:59:14,2022-02-03 11:01:14,IP Address,89.38.69.233,100,120,True,2022-02-03 11:01:15,R_1dsPhRpKKslZ0do,,,,,51.5016021728515625,-0.014892578125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,"Lars was a great and friendly instructor, had a great time and it was great introduction.",No,No,,Amazing! Lars was great.,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,It was more convenient to be able to attend the workshop from wherever I was located at the moment.,R,,,,,,
2022-02-04 02:56:50,2022-02-04 02:58:20,IP Address,158.143.8.253,100,89,True,2022-02-04 02:58:21,R_3JqkXGt9991z6ZV,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,very nice and helpful instructor!,Yes,No,,very helpful and patient,,Email from Department Manager,,Yes,,in-person,Because it is easier to communicate with the teacher,,Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2022-02-04 03:40:22,2022-02-04 03:41:16,IP Address,146.90.247.234,100,54,True,2022-02-04 03:41:18,R_3hcqo4lUT0rLWDa,,,,,51.4579925537109375,-0.2548065185546875,anonymous,EN-GB,Satisfied,Staff,Fairly confident,,No,,No,,,No,,Very good,,Email from Department Manager,,Yes,,online,,ran on a wfh day,Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2022-02-04 03:46:51,2022-02-04 03:47:46,IP Address,89.38.69.231,100,54,True,2022-02-04 03:47:46,R_3dN8oIumB4BemZ1,,,,,51.5016021728515625,-0.014892578125,anonymous,EN-GB,Satisfied,Staff,Very confident,,No,,Yes,"Easy to follow, straightforward",No,No,,"Great, always available for help",No,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Convenience of being able to take it wherever I am,"R Fundamentals 2: Vectors, Functions, and Indexing ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EmUo-IOFzsxFjPujn5poqp4BKnYT46Eg1qoA5o1fSHr6Lw?e=ClUXO2,DS,
2022-02-04 03:48:50,2022-02-04 03:49:14,IP Address,5.151.173.141,100,24,True,2022-02-04 03:49:14,R_1l0khrwhrU2eZ3W,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"R Fundamentals 2: Vectors, Functions, and Indexing ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EmUo-IOFzsxFjPujn5poqp4BKnYT46Eg1qoA5o1fSHr6Lw?e=ClUXO2,DS,
2022-02-04 03:49:09,2022-02-04 03:50:23,IP Address,158.143.192.26,100,73,True,2022-02-04 03:50:24,R_CfswOYcvm7fltrb,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,"Very good, very kind, and very helpful.",No.,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,COVID,"R Fundamentals 2: Vectors, Functions, and Indexing ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EmUo-IOFzsxFjPujn5poqp4BKnYT46Eg1qoA5o1fSHr6Lw?e=ClUXO2,DS,
2022-02-04 03:55:52,2022-02-04 03:58:16,IP Address,158.143.250.92,100,143,True,2022-02-04 03:58:17,R_0dmN1bI3xFacQnL,,,,,51.5167999267578125,-0.09759521484375,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,referencing multiple variables from vectors,Yes,Good teaching,No,No,,V good,N/A,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"In person ","R Fundamentals 2: Vectors, Functions, and Indexing ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EmUo-IOFzsxFjPujn5poqp4BKnYT46Eg1qoA5o1fSHr6Lw?e=ClUXO2,DS,
2022-02-04 04:43:42,2022-02-04 04:44:51,IP Address,147.12.200.79,100,68,True,2022-02-04 04:44:53,R_WCGWUACSQrfmqlj,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,Very helpful tutors!,Yes,No,,Very kind and helpful,No,Email from Department Manager,,Yes,,online,,I am currently self-isolating due to a positive LFT earlier this week.,Stata Fundamentals 1: Import and inspecting data ,Stata,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EU9fXeq9Mm9Ii363M_Eypf0B231Lx_NEpTkHgMGnr3SGzw?e=gwTLkK,SR,
2022-02-04 04:49:20,2022-02-04 04:50:27,IP Address,158.143.200.82,100,66,True,2022-02-04 04:50:28,R_z29urhiWe9heehr,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,Stata Fundamentals 1: Import and inspecting data ,Stata,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EU9fXeq9Mm9Ii363M_Eypf0B231Lx_NEpTkHgMGnr3SGzw?e=gwTLkK,SR,
2022-02-04 05:01:29,2022-02-04 05:02:53,IP Address,158.143.195.42,100,83,True,2022-02-04 05:02:55,R_3qOPh6W2YuANDR3,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,"Tutors were patient and helpful ",No,No,,"Very good, attentive and encouraging to find and think about solutions",no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,It is easier to fit on my schedule,Excel 2: Numeric Calculations   ,Excel,,21-22,,Prod,
2022-02-04 05:40:04,2022-02-04 05:41:47,IP Address,158.143.8.253,100,103,True,2022-02-04 05:41:49,R_1NCSuZla4vHDbsY,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,"Very individual, great learning environment ",Yes,No,,Mario Marset,-,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,"More convenient ",,R Fundamentals 1: Numerical Variables ,R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/Emxx38xoB5FPvabJPeYBPrsBG7sNbQ5NANkCTRnPVPKtbg?e=MCYCbp,DS,
2022-01-28 05:58:44,2022-01-28 05:59:40,IP Address,31.205.117.137,88,56,False,2022-02-04 05:59:44,R_3nJjawIiFJQ6tk5,,,,,,,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,,,LSE Website,,Yes,,online,,,Data Cleaning in Stata 2: Missing values ,Stata,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EbP7MjlblAtNpU7fJO2cYI8BOIeKXgRWkXIbJCIJqeEXUg?e=xUm3vR,SR,
2022-02-04 06:31:52,2022-02-04 06:33:44,IP Address,158.143.125.111,100,111,True,2022-02-04 06:33:44,R_3qrPAVboFhp09R5,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Satisfied,Student,Very confident,,No,,Yes,Great teacher,No,No,,Great,N/a,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Flexibility,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-04 06:50:52,2022-02-04 06:52:49,IP Address,158.143.102.157,100,117,True,2022-02-04 06:52:51,R_yxdrZAJIEM1BjOx,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,Yes,"The two ""professors"" were really nice",Yes,Yes,"Probably theory about what we used could be shared afterwards or even beforehand ",Perfect,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"To do it from home, as on thursdays I don't go to University",Excel 4e: Data Tools   ,Excel,,21-22,,Prod,
2022-02-04 06:51:33,2022-02-04 06:53:25,IP Address,158.143.105.233,100,111,True,2022-02-04 06:53:26,R_a48YigD3WVIBd7j,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,Indirect function,Yes,Super helpful staff!,Yes,No,,Great !!!,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,easier for screen sharing,Excel 4e: Data Tools   ,Excel,,21-22,,Prod,
2022-02-04 07:52:44,2022-02-04 07:54:45,IP Address,158.143.224.26,100,121,True,2022-02-04 07:54:47,R_cTi8QEb3uGn6bGp,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,"She is pretty nice and informative. ","It is a great opportunity to learn about python. ",Recommended by a friend/colleague,,Yes,,in-person,"It is easier to learn and focus in person . ",,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-04 07:54:14,2022-02-04 07:55:33,IP Address,158.143.8.160,100,78,True,2022-02-04 07:55:33,R_1Oirv60ue63qfjZ,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,super clear!,Yes,No,,perfect!,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,easier to learn,,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-04 07:54:13,2022-02-04 07:55:40,IP Address,158.143.121.92,100,86,True,2022-02-04 07:55:41,R_rf262nfdzuwdZ9T,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,Nice instructor.,Yes,No,,Good. Interactive and knowledgable.,no,LSE Website,,Yes,,in-person,Allows you more confidence in asking questions to your instructor or classmates,,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-04 07:54:25,2022-02-04 07:56:10,IP Address,158.143.195.246,100,104,True,2022-02-04 07:56:10,R_1IWtkOHuOOxzWt5,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,I thought that the instructor went at an appropriate pace and was really engaging with answering my questions.,Yes,No,,the trainer was really good. Very thorough with explanations and helpful,,LSE Website,,Yes,,in-person,,,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-04 09:47:45,2022-02-04 09:48:16,IP Address,158.143.8.160,100,30,True,2022-02-04 09:48:17,R_1IRHzqTxwLxYupL,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,helpful!,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel 4e: Data Tools   ,Excel,,21-22,,Prod,
2022-02-04 09:55:19,2022-02-04 09:56:07,IP Address,158.143.8.253,100,47,True,2022-02-04 09:56:07,R_xbiz5huqlvMFjNL,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,Very helpful,,Recommended by a friend/colleague,,Yes,,in-person,I prefer speaking to the tutor directly,,Excel 4e: Data Tools   ,Excel,,21-22,,Prod,
2022-02-04 09:48:36,2022-02-04 09:56:23,IP Address,158.143.8.165,100,467,True,2022-02-04 09:56:23,R_1hMDHs3GBLJ03f2,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,very useful information,Yes,No,,Jane,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,I am more concentrated,,Excel 4e: Data Tools   ,Excel,,21-22,,Prod,
2022-01-28 10:09:23,2022-01-28 10:10:05,IP Address,158.143.197.179,88,42,False,2022-02-04 10:10:10,R_30e3WoqKgy2L77d,,,,,,,anonymous,EN-GB,Satisfied,Student,Not very confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"R Fundamentals 7: Lists and Matrices  ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/Et1Q00_hUB9Iv3NaRfEoRzIBXFH_Ui3ZpdEFmbIKdgCCmw?e=vLVYyO,DS,
2022-01-27 15:32:41,2022-01-28 10:22:47,IP Address,86.18.160.208,88,67805,False,2022-02-04 10:22:51,R_OoDnb1LCVMtdCSt,,,,,,,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,,Yes,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,R Fundamentals 6: Conditionals and Logic ,R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EsE8R-SkQKVHgGxQR78_Dp8B5dgJGBH0SntwdsbDv8AZaA?e=9JhtJ9,DS,
2022-02-04 10:37:41,2022-02-04 10:38:33,IP Address,158.143.8.253,100,51,True,2022-02-04 10:38:34,R_3plNkqfV9KFVWuK,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,Yes,defining columns and rows,No,,,No,,he was nice,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Feel like help is more quickly provided + cannot turn camera off,,Excel 2: Numeric Calculations   ,Excel,,21-22,,Prod,
2022-02-04 11:05:00,2022-02-04 11:06:26,IP Address,158.143.119.160,100,86,True,2022-02-04 11:06:28,R_1GJpDN0O8KHpzeY,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,"very kind instructor ",Yes,Yes,"Music in the background ",great,,LSE Website,,Yes,,in-person,,,Excel 2: Numeric Calculations   ,Excel,,21-22,,Prod,
2022-02-07 03:35:39,2022-02-07 03:36:17,IP Address,158.143.8.253,100,37,True,2022-02-07 03:36:17,R_pErqLo3Sg5J97ih,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Satisfied,Student,Not very confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-07 03:36:53,2022-02-07 03:38:47,IP Address,158.143.8.248,100,113,True,2022-02-07 03:38:47,R_1ozhgLZRF6xAmlM,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,Yes,Really liked the class and looking forward to the upcoming sessions!,Yes,Yes,"Given this is the first time ever I approach coding, a brief intro would be appreciated",Great!,/,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Greater interaction with the instructor,,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-07 03:48:27,2022-02-07 03:49:46,IP Address,158.143.8.247,100,78,True,2022-02-07 03:49:46,R_SCMKX2AZX6tlhex,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,because I only have an ipad but not a laptop that can run the program,,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-07 03:48:51,2022-02-07 03:49:53,IP Address,158.143.8.163,100,61,True,2022-02-07 03:49:54,R_1PRbTIPr0eFJN4r,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,"Really helpful ",,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,I focus better in-person rather than online,,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-07 04:31:39,2022-02-07 04:32:22,IP Address,158.143.8.253,100,42,True,2022-02-07 04:32:23,R_2X4LEfB836YCfpn,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,Very helpful,No,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,"Learning on the LSE computers is easier ",,Excel 4f: What-if Analysis   ,Excel,,21-22,,Prod,
2022-02-07 04:35:26,2022-02-07 04:35:54,IP Address,158.143.8.163,100,27,True,2022-02-07 04:35:55,R_1NfxImuWyXn47Hs,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel 4f: What-if Analysis   ,Excel,,21-22,,Prod,
2022-02-07 04:35:16,2022-02-07 04:39:30,IP Address,158.143.8.160,100,254,True,2022-02-07 04:39:31,R_3L6bvrRd398w4Yk,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,VERY HELPFUL,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel 4f: What-if Analysis   ,Excel,,21-22,,Prod,
2022-02-07 04:38:12,2022-02-07 04:41:12,IP Address,86.154.234.51,100,180,True,2022-02-07 04:41:13,R_2y7tsESByb9BqiJ,,,,,51.5269012451171875,-0.0991058349609375,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,"super helpful, he even gave us extra tips that was out of the curriculum taught today",perhaps including answers (what specific commands/ actions to do) in a separate worksheet might help us cross check if we are accomplishing the task in the most efficient way (our work may be correct but not efficient),"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"Im too lazy to head to campus, online is much more convenient",Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2022-02-07 04:44:31,2022-02-07 04:45:29,IP Address,213.205.198.90,100,57,True,2022-02-07 04:45:29,R_1C8Eo8MfKurtRFv,,,,,51.577606201171875,-0.1947021484375,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,The teacher was great,Yes,Yes,Encourage participants to turn on cameras,Micheal was great,,Recommended by a friend/colleague,,Yes,,online,,so i dont have to commute to uni,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-02-07 04:59:51,2022-02-07 05:01:17,IP Address,31.205.217.35,100,85,True,2022-02-07 05:01:19,R_1LHiIRCfKtLOoAF,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,They were very understanding and patient and made things easy to understand by guiding us through effectively and efficiently.,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2022-02-07 04:42:35,2022-02-07 05:02:38,IP Address,94.7.214.220,100,1202,True,2022-02-07 05:02:39,R_1R0tEDmY9pgBYmR,,,,,51.4806060791015625,0.1548004150390625,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,"I like the interactive worksheet, it explained each concept well.",Yes,No,,great!,n/a,LSE Website,,Yes,,online,,All in person sessions clashes with my timetabled lessons or were on days where I was not on campus.,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2022-01-31 05:05:31,2022-01-31 05:06:15,IP Address,158.143.196.66,88,44,False,2022-02-07 05:06:20,R_1mqq9sShy8P8J6H,,,,,,,anonymous,EN-GB,Satisfied,Student,Fairly confident,,Yes,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,Data Cleaning in Stata 1: Strings ,Stata,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EcNzo1uy6axCgIH4HGG4zZYBRTnl_hzX7L8ASBv_ViOPTA?e=a6QO2u,SR,
2022-02-07 06:29:14,2022-02-07 06:32:15,IP Address,217.44.125.171,100,181,True,2022-02-07 06:32:17,R_22LYsmAR646TJmA,,,,,51.5359954833984375,-0.092498779296875,anonymous,EN-GB,Very Satisfied,Staff,Fairly confident,,No,,No,,,Yes,"A quick overview of the WHAT-IF function would have been helpful at the start as I hadn't used it before, so I was a bit lost until the trainer came to our break-out room, but she was very helpful and I quickly understood once she explained things.",Excellent,N/A,Recommended by a friend/colleague,,Yes,,online,,Working from home,Excel 4f: What-if Analysis   ,Excel,,21-22,,Prod,
2022-02-07 06:41:02,2022-02-07 06:42:56,IP Address,81.98.192.43,100,114,True,2022-02-07 06:42:56,R_5sEjdMZHpcFLP9v,,,,,51.46429443359375,-0.01190185546875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,Super useful!,Yes,No,,"Great time with B. Bijani Aval, really enthusiastic and pedagogue!",Great session! Thank you for organising these!,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Easier to share screen,Excel 4f: What-if Analysis   ,Excel,,21-22,,Prod,
2022-02-07 06:43:13,2022-02-07 06:45:14,IP Address,158.143.200.18,100,120,True,2022-02-07 06:45:15,R_Ap4ayQmT88wwVFv,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Satisfied,Student,Very confident,,No,,Yes,,,Yes,Can have brief introduction on how to go about the task before the work starts,Great,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Convenient,Excel 4f: What-if Analysis   ,Excel,,21-22,,Prod,
2022-01-31 06:26:05,2022-01-31 06:58:46,IP Address,31.48.168.253,88,1960,False,2022-02-07 06:58:51,R_t0BZUHmm2t2qd0d,,,,,,,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,"Great! Very available ",,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"Python Fundamentals 9: Writing functions ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/Ed9RjYzPFtVBp-HM6g7-JQwBcbDp5xmO_yrmfZ73q6Jm1w?e=8lK1H4,DS,
2022-02-07 06:58:22,2022-02-07 06:59:24,IP Address,158.143.8.252,100,62,True,2022-02-07 06:59:24,R_22VS0khJNIVuiWo,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,"well prepared instructions, the gifs were very useful",Yes,No,,very helpful and friendly,"#",Email from Department Manager,,Yes,,in-person,better learning,,"Tableau 1: Introduction to Tableau ",Tableau,,21-22,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EW5FOLU5yPtAhwAdiaNsccMBmYyH2KzQjqPPsLy23C__UA?e=O08CHa,DS,
2022-02-07 06:58:27,2022-02-07 06:59:57,IP Address,158.143.8.254,100,89,True,2022-02-07 06:59:58,R_RwSPWgyZrYomXcd,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,Instructor was great!,No,No,,Fantastic! Very approachable and engaging,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,I find it easier to consume information and to ask questions in-person. In particular for topics that require communication of visual concepts.,,"Tableau 1: Introduction to Tableau ",Tableau,,21-22,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EW5FOLU5yPtAhwAdiaNsccMBmYyH2KzQjqPPsLy23C__UA?e=O08CHa,DS,
