 country 	 continent 	 subject 	1952	1957	1962	1967	1972	1977	1982	1987	1992	1997	2002	2007
 Morocco 	 Africa 	 Population 	"9,939,217.00"	"11,406,350.00"	"13,056,604.00"	"14,770,296.00"	"16,660,670.00"	"18,396,941.00"	"20,198,730.00"	"22,987,397.00"	"25,798,239.00"	"28,529,501.00"	"31,167,783.00"	"33,757,175.00"
 Mozambique 	 Africa 	" Gross domestic product per capita, constant prices "	468.53	495.59	556.69	566.67	724.92	502.32	462.21	389.88	410.9	472.35	633.62	823.69
 Mozambique 	 Africa 	 Life expectancy 	31.29	33.78	36.16	38.11	40.33	42.5	42.8	42.86	44.28	46.34	44.03	42.08
 Mozambique 	 Africa 	 Population 	"6,446,316.00"	"7,038,035.00"	"7,788,944.00"	"8,680,909.00"	"9,809,596.00"	"11,127,868.00"	"12,587,223.00"	"12,891,952.00"	"13,160,731.00"	"16,603,334.00"	"18,473,780.00"	"19,951,656.00"
 Myanmar 	 Asia 	" Gross domestic product per capita, constant prices "	331	350	388	349	357	371	424	385	347	415	611	944
 Myanmar 	 Asia 	 Life expectancy 	36.32	41.91	45.11	49.38	53.07	56.06	58.06	58.34	59.32	60.33	59.91	62.07
 Myanmar 	 Asia 	 Population 	"20,092,996.00"	"21,731,844.00"	"23,634,436.00"	"25,870,271.00"	"28,466,390.00"	"31,528,087.00"	"34,680,442.00"	"38,028,578.00"	"40,546,538.00"	"43,247,867.00"	"45,598,081.00"	"47,761,980.00"
 Namibia 	 Africa 	" Gross domestic product per capita, constant prices "	"2,423.78"	"2,621.45"	"3,173.22"	"3,793.69"	"3,746.08"	"3,876.49"	"4,191.10"	"3,693.73"	"3,804.54"	"3,899.52"	"4,072.32"	"4,811.06"
 Namibia 	 Africa 	 Life expectancy 	41.73	45.23	48.39	51.16	53.87	56.44	58.97	60.84	62	58.91	51.48	52.91
 Namibia 	 Africa 	 Population 	"485,831.00"	"548,080.00"	"621,392.00"	"706,640.00"	"821,782.00"	"977,026.00"	"1,099,010.00"	"1,278,184.00"	"1,554,253.00"	"1,774,766.00"	"1,972,153.00"	"2,055,080.00"
 Nepal 	 Asia 	" Gross domestic product per capita, constant prices "	545.87	597.94	652.4	676.44	674.79	694.11	718.37	775.63	897.74	"1,010.89"	"1,057.21"	"1,091.36"
 Nepal 	 Asia 	 Life expectancy 	36.16	37.69	39.39	41.47	43.97	46.75	49.59	52.54	55.73	59.43	61.34	63.79
 Nepal 	 Asia 	 Population 	"9,182,536.00"	"9,682,338.00"	"10,332,057.00"	"11,261,690.00"	"12,412,593.00"	"13,933,198.00"	"15,796,314.00"	"17,917,180.00"	"20,326,209.00"	"23,001,113.00"	"25,873,917.00"	"28,901,790.00"
 Netherlands 	 Europe 	" Gross domestic product per capita, constant prices "	"8,941.57"	"11,276.19"	"12,790.85"	"15,363.25"	"18,794.75"	"21,209.06"	"21,399.46"	"23,651.32"	"26,790.95"	"30,246.13"	"33,724.76"	"36,797.93"
 Netherlands 	 Europe 	 Life expectancy 	72.13	72.99	73.23	73.82	73.75	75.24	76.05	76.83	77.42	78.03	78.53	79.76
 Netherlands 	 Europe 	 Population 	"10,381,988.00"	"11,026,383.00"	"11,805,689.00"	"12,596,822.00"	"13,329,874.00"	"13,852,989.00"	"14,310,401.00"	"14,665,278.00"	"15,174,244.00"	"15,604,464.00"	"16,122,830.00"	"16,570,613.00"
 New Zealand 	 Oceania 	" Gross domestic product per capita, constant prices "	"10,556.58"	"12,247.40"	"13,175.68"	"14,463.92"	"16,046.04"	"16,233.72"	"17,632.41"	"19,007.19"	"18,363.32"	"21,050.41"	"23,189.80"	"25,185.01"
 New Zealand 	 Oceania 	 Life expectancy 	69.39	70.26	71.24	71.52	71.89	72.22	73.84	74.32	76.33	77.55	79.11	80.2
 New Zealand 	 Oceania 	 Population 	"1,994,794.00"	"2,229,407.00"	"2,488,550.00"	"2,728,150.00"	"2,929,100.00"	"3,164,900.00"	"3,210,650.00"	"3,317,166.00"	"3,437,674.00"	"3,676,187.00"	"3,908,037.00"	"4,115,771.00"
 Nicaragua 	 Americas 	" Gross domestic product per capita, constant prices "	"3,112.36"	"3,457.42"	"3,634.36"	"4,643.39"	"4,688.59"	"5,486.37"	"3,470.34"	"2,955.98"	"2,170.15"	"2,253.02"	"2,474.55"	"2,749.32"
 Nicaragua 	 Americas 	 Life expectancy 	42.31	45.43	48.63	51.88	55.15	57.47	59.3	62.01	65.84	68.43	70.84	72.9
 Nicaragua 	 Americas 	 Population 	"1,165,790.00"	"1,358,828.00"	"1,590,597.00"	"1,865,490.00"	"2,182,908.00"	"2,554,598.00"	"2,979,423.00"	"3,344,353.00"	"4,017,939.00"	"4,609,572.00"	"5,146,848.00"	"5,675,356.00"
 Niger 	 Africa 	" Gross domestic product per capita, constant prices "	761.88	835.52	997.77	"1,054.38"	954.21	808.9	909.72	668.3	581.18	580.31	601.07	619.68
 Niger 	 Africa 	 Life expectancy 	37.44	38.6	39.49	40.12	40.55	41.29	42.6	44.56	47.39	51.31	54.5	56.87
 Niger 	 Africa 	 Population 	"3,379,468.00"	"3,692,184.00"	"4,076,008.00"	"4,534,062.00"	"5,060,262.00"	"5,682,086.00"	"6,437,188.00"	"7,332,638.00"	"8,392,818.00"	"9,666,252.00"	"11,140,655.00"	"12,894,865.00"
 Nigeria 	 Africa 	" Gross domestic product per capita, constant prices "	"1,077.28"	"1,100.59"	"1,150.93"	"1,014.51"	"1,698.39"	"1,981.95"	"1,576.97"	"1,385.03"	"1,619.85"	"1,624.94"	"1,615.29"	"2,013.98"
 Nigeria 	 Africa 	 Life expectancy 	36.32	37.8	39.36	41.04	42.82	44.51	45.83	46.89	47.47	47.46	46.61	46.86
 Nigeria 	 Africa 	 Population 	"33,119,096.00"	"37,173,340.00"	"41,871,351.00"	"47,287,752.00"	"53,740,085.00"	"62,209,173.00"	"73,039,376.00"	"81,551,520.00"	"93,364,244.00"	"106,207,839.00"	"119,901,274.00"	"135,031,164.00"
 Norway 	 Europe 	" Gross domestic product per capita, constant prices "	"10,095.42"	"11,653.97"	"13,450.40"	"16,361.88"	"18,965.06"	"23,311.35"	"26,298.64"	"31,540.97"	"33,965.66"	"41,283.16"	"44,683.98"	"49,357.19"
 Norway 	 Europe 	 Life expectancy 	72.67	73.44	73.47	74.08	74.34	75.37	75.97	75.89	77.32	78.32	79.05	80.2
 Norway 	 Europe 	 Population 	"3,327,728.00"	"3,491,938.00"	"3,638,919.00"	"3,786,019.00"	"3,933,004.00"	"4,043,205.00"	"4,114,787.00"	"4,186,147.00"	"4,286,357.00"	"4,405,672.00"	"4,535,591.00"	"4,627,926.00"
 Oman 	 Asia 	" Gross domestic product per capita, constant prices "	"1,828.23"	"2,242.75"	"2,924.64"	"4,720.94"	"10,618.04"	"11,848.34"	"12,954.79"	"18,115.22"	"18,616.71"	"19,702.06"	"19,774.84"	"22,316.19"
 Oman 	 Asia 	 Life expectancy 	37.58	40.08	43.17	46.99	52.14	57.37	62.73	67.73	71.2	72.5	74.19	75.64
 Oman 	 Asia 	 Population 	"507,833.00"	"561,977.00"	"628,164.00"	"714,775.00"	"829,050.00"	"1,004,533.00"	"1,301,048.00"	"1,593,882.00"	"1,915,208.00"	"2,283,635.00"	"2,713,462.00"	"3,204,897.00"
 Pakistan 	 Asia 	" Gross domestic product per capita, constant prices "	684.6	747.08	803.34	942.41	"1,049.94"	"1,175.92"	"1,443.43"	"1,704.69"	"1,971.83"	"2,049.35"	"2,092.71"	"2,605.95"
 Pakistan 	 Asia 	 Life expectancy 	43.44	45.56	47.67	49.8	51.93	54.04	56.16	58.25	60.84	61.82	63.61	65.48
 Pakistan 	 Asia 	 Population 	"41,346,560.00"	"46,679,944.00"	"53,100,671.00"	"60,641,899.00"	"69,325,921.00"	"78,152,686.00"	"91,462,088.00"	"105,186,881.00"	"120,065,004.00"	"135,564,834.00"	"153,403,524.00"	"169,270,617.00"
 Panama 	 Americas 	" Gross domestic product per capita, constant prices "	"2,480.38"	"2,961.80"	"3,536.54"	"4,421.01"	"5,364.25"	"5,351.91"	"7,009.60"	"7,034.78"	"6,618.74"	"7,113.69"	"7,356.03"	"9,809.19"
 Panama 	 Americas 	 Life expectancy 	55.19	59.2	61.82	64.07	66.22	68.68	70.47	71.52	72.46	73.74	74.71	75.54
 Panama 	 Americas 	 Population 	"940,080.00"	"1,063,506.00"	"1,215,725.00"	"1,405,486.00"	"1,616,384.00"	"1,839,782.00"	"2,036,305.00"	"2,253,639.00"	"2,484,997.00"	"2,734,531.00"	"2,990,875.00"	"3,242,173.00"
 Paraguay 	 Americas 	" Gross domestic product per capita, constant prices "	"1,952.31"	"2,046.15"	"2,148.03"	"2,299.38"	"2,523.34"	"3,248.37"	"4,258.50"	"3,998.88"	"4,196.41"	"4,247.40"	"3,783.67"	"4,172.84"
 Paraguay 	 Americas 	 Life expectancy 	62.65	63.2	64.36	64.95	65.82	66.35	66.87	67.38	68.23	69.4	70.76	71.75
 Paraguay 	 Americas 	 Population 	"1,555,876.00"	"1,770,902.00"	"2,009,813.00"	"2,287,985.00"	"2,614,104.00"	"2,984,494.00"	"3,366,439.00"	"3,886,512.00"	"4,483,945.00"	"5,154,123.00"	"5,884,491.00"	"6,667,147.00"
 Peru 	 Americas 	" Gross domestic product per capita, constant prices "	"3,758.52"	"4,245.26"	"4,957.04"	"5,788.09"	"5,937.83"	"6,281.29"	"6,434.50"	"6,360.94"	"4,446.38"	"5,838.35"	"5,909.02"	"7,408.91"
 Peru 	 Americas 	 Life expectancy 	43.9	46.26	49.1	51.45	55.45	58.45	61.41	64.13	66.46	68.39	69.91	71.42
 Peru 	 Americas 	 Population 	"8,025,700.00"	"9,146,100.00"	"10,516,500.00"	"12,132,200.00"	"13,954,700.00"	"15,990,099.00"	"18,125,129.00"	"20,195,924.00"	"22,430,449.00"	"24,748,122.00"	"26,769,436.00"	"28,674,757.00"
 Philippines 	 Asia 	" Gross domestic product per capita, constant prices "	"1,272.88"	"1,547.94"	"1,649.55"	"1,814.13"	"1,989.37"	"2,373.20"	"2,603.27"	"2,189.63"	"2,279.32"	"2,536.53"	"2,650.92"	"3,190.48"
 Philippines 	 Asia 	 Life expectancy 	47.75	51.33	54.76	56.39	58.07	60.06	62.08	64.15	66.46	68.56	70.3	71.69
 Philippines 	 Asia 	 Population 	"22,438,691.00"	"26,072,194.00"	"30,325,264.00"	"35,356,600.00"	"40,850,141.00"	"46,850,962.00"	"53,456,774.00"	"60,017,788.00"	"67,185,766.00"	"75,012,988.00"	"82,995,088.00"	"91,077,287.00"
 Poland 	 Europe 	" Gross domestic product per capita, constant prices "	"4,029.33"	"4,734.25"	"5,338.75"	"6,557.15"	"8,006.51"	"9,508.14"	"8,451.53"	"9,082.35"	"7,738.88"	"10,159.58"	"12,002.24"	"15,389.92"
 Poland 	 Europe 	 Life expectancy 	61.31	65.77	67.64	69.61	70.85	70.67	71.32	70.98	70.99	72.75	74.67	75.56
 Poland 	 Europe 	 Population 	"25,730,551.00"	"28,235,346.00"	"30,329,617.00"	"31,785,378.00"	"33,039,545.00"	"34,621,254.00"	"36,227,381.00"	"37,740,710.00"	"38,370,697.00"	"38,654,957.00"	"38,625,976.00"	"38,518,241.00"
 Portugal 	 Europe 	" Gross domestic product per capita, constant prices "	"3,068.32"	"3,774.57"	"4,727.95"	"6,361.52"	"9,022.25"	"10,172.49"	"11,753.84"	"13,039.31"	"16,207.27"	"17,641.03"	"19,970.91"	"20,509.65"
 Portugal 	 Europe 	 Life expectancy 	59.82	61.51	64.39	66.6	69.26	70.41	72.77	74.06	74.86	75.97	77.29	78.1
 Portugal 	 Europe 	 Population 	"8,526,050.00"	"8,817,650.00"	"9,019,800.00"	"9,103,000.00"	"8,970,450.00"	"9,662,600.00"	"9,859,650.00"	"9,915,289.00"	"9,927,680.00"	"10,156,415.00"	"10,433,867.00"	"10,642,836.00"
 Puerto Rico 	 Americas 	" Gross domestic product per capita, constant prices "	"3,081.96"	"3,907.16"	"5,108.34"	"6,929.28"	"9,123.04"	"9,770.52"	"10,330.99"	"12,281.34"	"14,641.59"	"16,999.43"	"18,855.61"	"19,328.71"
 Puerto Rico 	 Americas 	 Life expectancy 	64.28	68.54	69.62	71.1	72.16	73.44	73.75	74.63	73.91	74.92	77.78	78.75
 Puerto Rico 	 Americas 	 Population 	"2,227,000.00"	"2,260,000.00"	"2,448,046.00"	"2,648,961.00"	"2,847,132.00"	"3,080,828.00"	"3,279,001.00"	"3,444,468.00"	"3,585,176.00"	"3,759,430.00"	"3,859,606.00"	"3,942,491.00"
 Reunion 	 Africa 	" Gross domestic product per capita, constant prices "	"2,718.89"	"2,769.45"	"3,173.72"	"4,021.18"	"5,047.66"	"4,319.80"	"5,267.22"	"5,303.38"	"6,101.26"	"6,071.94"	"6,316.17"	"7,670.12"
 Reunion 	 Africa 	 Life expectancy 	52.72	55.09	57.67	60.54	64.27	67.06	69.89	71.91	73.62	74.77	75.74	76.44
 Reunion 	 Africa 	 Population 	"257,700.00"	"308,700.00"	"358,900.00"	"414,024.00"	"461,633.00"	"492,095.00"	"517,810.00"	"562,035.00"	"622,191.00"	"684,810.00"	"743,981.00"	"798,094.00"
 Romania 	 Europe 	" Gross domestic product per capita, constant prices "	"3,144.61"	"3,943.37"	"4,735.00"	"6,470.87"	"8,011.41"	"9,356.40"	"9,605.31"	"9,696.27"	"6,598.41"	"7,346.55"	"7,885.36"	"10,808.48"
 Romania 	 Europe 	 Life expectancy 	61.05	64.1	66.8	66.8	69.21	69.46	69.66	69.53	69.36	69.72	71.32	72.48
 Romania 	 Europe 	 Population 	"16,630,000.00"	"17,829,327.00"	"18,680,721.00"	"19,284,814.00"	"20,662,648.00"	"21,658,597.00"	"22,356,726.00"	"22,686,371.00"	"22,797,027.00"	"22,562,458.00"	"22,404,337.00"	"22,276,056.00"
 Rwanda 	 Africa 	" Gross domestic product per capita, constant prices "	493.32	540.29	597.47	510.96	590.58	670.08	881.57	847.99	737.07	589.94	785.65	863.09
 Rwanda 	 Africa 	 Life expectancy 	40	41.5	43	44.1	44.6	45	46.22	44.02	23.6	36.09	43.41	46.24
 Rwanda 	 Africa 	 Population 	"2,534,927.00"	"2,822,082.00"	"3,051,242.00"	"3,451,079.00"	"3,992,121.00"	"4,657,072.00"	"5,507,565.00"	"6,349,365.00"	"7,290,203.00"	"7,212,583.00"	"7,852,401.00"	"8,860,588.00"
 Sao Tome and Principe 	 Africa 	" Gross domestic product per capita, constant prices "	879.58	860.74	"1,071.55"	"1,384.84"	"1,532.99"	"1,737.56"	"1,890.22"	"1,516.53"	"1,428.78"	"1,339.08"	"1,353.09"	"1,598.44"
 Sao Tome and Principe 	 Africa 	 Life expectancy 	46.47	48.95	51.89	54.43	56.48	58.55	60.35	61.73	62.74	63.31	64.34	65.53
 Sao Tome and Principe 	 Africa 	 Population 	"60,011.00"	"61,325.00"	"65,345.00"	"70,787.00"	"76,595.00"	"86,796.00"	"98,593.00"	"110,812.00"	"125,911.00"	"145,608.00"	"170,372.00"	"199,579.00"
 Saudi Arabia 	 Asia 	" Gross domestic product per capita, constant prices "	"6,459.55"	"8,157.59"	"11,626.42"	"16,903.05"	"24,837.43"	"34,167.76"	"33,693.18"	"21,198.26"	"24,841.62"	"20,586.69"	"19,014.54"	"21,654.83"
 Saudi Arabia 	 Asia 	 Life expectancy 	39.88	42.87	45.91	49.9	53.89	58.69	63.01	66.3	68.77	70.53	71.63	72.78
 Saudi Arabia 	 Asia 	 Population 	"4,005,677.00"	"4,419,650.00"	"4,943,029.00"	"5,618,198.00"	"6,472,756.00"	"8,128,505.00"	"11,254,672.00"	"14,619,745.00"	"16,945,857.00"	"21,229,759.00"	"24,501,530.00"	"27,601,038.00"
 Senegal 	 Africa 	" Gross domestic product per capita, constant prices "	"1,450.36"	"1,567.65"	"1,654.99"	"1,612.40"	"1,597.71"	"1,561.77"	"1,518.48"	"1,441.72"	"1,367.90"	"1,392.37"	"1,519.64"	"1,712.47"
 Senegal 	 Africa 	 Life expectancy 	37.28	39.33	41.45	43.56	45.82	48.88	52.38	55.77	58.2	60.19	61.6	63.06
 Senegal 	 Africa 	 Population 	"2,755,589.00"	"3,054,547.00"	"3,430,243.00"	"3,965,841.00"	"4,588,696.00"	"5,260,855.00"	"6,147,783.00"	"7,171,347.00"	"8,307,920.00"	"9,535,314.00"	"10,870,037.00"	"12,267,493.00"
 Serbia 	 Europe 	" Gross domestic product per capita, constant prices "	"3,581.46"	"4,981.09"	"6,289.63"	"7,991.71"	"10,522.07"	"12,980.67"	"15,181.09"	"15,870.88"	"9,325.07"	"7,914.32"	"7,236.08"	"9,786.53"
 Serbia 	 Europe 	 Life expectancy 	58	61.69	64.53	66.91	68.7	70.3	70.16	71.22	71.66	72.23	73.21	74
 Serbia 	 Europe 	 Population 	"6,860,147.00"	"7,271,135.00"	"7,616,060.00"	"7,971,222.00"	"8,313,288.00"	"8,686,367.00"	"9,032,824.00"	"9,230,783.00"	"9,826,397.00"	"10,336,594.00"	"10,111,559.00"	"10,150,265.00"
 Sierra Leone 	 Africa 	" Gross domestic product per capita, constant prices "	879.79	"1,004.48"	"1,116.64"	"1,206.04"	"1,353.76"	"1,348.29"	"1,465.01"	"1,294.45"	"1,068.70"	574.65	699.49	862.54
 Sierra Leone 	 Africa 	 Life expectancy 	30.33	31.57	32.77	34.11	35.4	36.79	38.45	40.01	38.33	39.9	41.01	42.57
 Sierra Leone 	 Africa 	 Population 	"2,143,249.00"	"2,295,678.00"	"2,467,895.00"	"2,662,190.00"	"2,879,013.00"	"3,140,897.00"	"3,464,522.00"	"3,868,905.00"	"4,260,884.00"	"4,578,212.00"	"5,359,092.00"	"6,144,562.00"
 Singapore 	 Asia 	" Gross domestic product per capita, constant prices "	"2,315.14"	"2,843.10"	"3,674.74"	"4,977.42"	"8,597.76"	"11,210.09"	"15,169.16"	"18,861.53"	"24,769.89"	"33,519.48"	"36,023.11"	"47,143.18"
 Singapore 	 Asia 	 Life expectancy 	60.4	63.18	65.8	67.95	69.52	70.8	71.76	73.56	75.79	77.16	78.77	79.97
 Singapore 	 Asia 	 Population 	"1,127,000.00"	"1,445,929.00"	"1,750,200.00"	"1,977,600.00"	"2,152,400.00"	"2,325,300.00"	"2,651,869.00"	"2,794,552.00"	"3,235,865.00"	"3,802,309.00"	"4,197,776.00"	"4,553,009.00"
 Slovak Republic 	 Europe 	" Gross domestic product per capita, constant prices "	"5,074.66"	"6,093.26"	"7,481.11"	"8,412.90"	"9,674.17"	"10,922.66"	"11,348.55"	"12,037.27"	"9,498.47"	"12,126.23"	"13,638.78"	"18,678.31"
 Slovak Republic 	 Europe 	 Life expectancy 	64.36	67.45	70.33	70.98	70.35	70.45	70.8	71.08	71.38	72.71	73.8	74.66
 Slovak Republic 	 Europe 	 Population 	"3,558,137.00"	"3,844,277.00"	"4,237,384.00"	"4,442,238.00"	"4,593,433.00"	"4,827,803.00"	"5,048,043.00"	"5,199,318.00"	"5,302,888.00"	"5,383,010.00"	"5,410,052.00"	"5,447,502.00"
 Slovenia 	 Europe 	" Gross domestic product per capita, constant prices "	"4,215.04"	"5,862.28"	"7,402.30"	"9,405.49"	"12,383.49"	"15,277.03"	"17,866.72"	"18,678.53"	"14,214.72"	"17,161.11"	"20,660.02"	"25,768.26"
 Slovenia 	 Europe 	 Life expectancy 	65.57	67.85	69.15	69.18	69.82	70.97	71.06	72.25	73.64	75.13	76.66	77.93
 Slovenia 	 Europe 	 Population 	"1,489,518.00"	"1,533,070.00"	"1,582,962.00"	"1,646,912.00"	"1,694,510.00"	"1,746,919.00"	"1,861,252.00"	"1,945,870.00"	"1,999,210.00"	"2,011,612.00"	"2,011,497.00"	"2,009,245.00"
 Somalia 	 Africa 	" Gross domestic product per capita, constant prices "	"1,135.75"	"1,258.15"	"1,369.49"	"1,284.73"	"1,254.58"	"1,450.99"	"1,176.81"	"1,093.24"	926.96	930.6	882.08	926.14
 Somalia 	 Africa 	 Life expectancy 	32.98	34.98	36.98	38.98	40.97	41.97	42.96	44.5	39.66	43.8	45.94	48.16
 Somalia 	 Africa 	 Population 	"2,526,994.00"	"2,780,415.00"	"3,080,153.00"	"3,428,839.00"	"3,840,161.00"	"4,353,666.00"	"5,828,892.00"	"6,921,858.00"	"6,099,799.00"	"6,633,514.00"	"7,753,310.00"	"9,118,773.00"
 South Africa 	 Africa 	" Gross domestic product per capita, constant prices "	"4,725.30"	"5,487.10"	"5,768.73"	"7,114.48"	"7,765.96"	"8,028.65"	"8,568.27"	"7,825.82"	"7,225.07"	"7,479.19"	"7,710.95"	"9,269.66"
 South Africa 	 Africa 	 Life expectancy 	45.01	47.99	49.95	51.93	53.7	55.53	58.16	60.83	61.89	60.24	53.37	49.34
 South Africa 	 Africa 	 Population 	"14,264,935.00"	"16,151,549.00"	"18,356,657.00"	"20,997,321.00"	"23,935,810.00"	"27,129,932.00"	"31,140,029.00"	"35,933,379.00"	"39,964,159.00"	"42,835,005.00"	"44,433,622.00"	"43,997,828.00"
 Spain 	 Europe 	" Gross domestic product per capita, constant prices "	"3,834.03"	"4,564.80"	"5,693.84"	"7,993.51"	"10,638.75"	"13,236.92"	"13,926.17"	"15,764.98"	"18,603.06"	"20,445.30"	"24,835.47"	"28,821.06"
 Spain 	 Europe 	 Life expectancy 	64.94	66.66	69.69	71.44	73.06	74.39	76.3	76.9	77.57	78.77	79.78	80.94
 Spain 	 Europe 	 Population 	"28,549,870.00"	"29,841,614.00"	"31,158,061.00"	"32,850,275.00"	"34,513,161.00"	"36,439,000.00"	"37,983,310.00"	"38,880,702.00"	"39,549,438.00"	"39,855,442.00"	"40,152,517.00"	"40,448,191.00"
 Sri Lanka 	 Asia 	" Gross domestic product per capita, constant prices "	"1,083.53"	"1,072.55"	"1,074.47"	"1,135.51"	"1,213.40"	"1,348.78"	"1,648.08"	"1,876.77"	"2,153.74"	"2,664.48"	"3,015.38"	"3,970.10"
 Sri Lanka 	 Asia 	 Life expectancy 	57.59	61.46	62.19	64.27	65.04	65.95	68.76	69.01	70.38	70.46	70.82	72.4
 Sri Lanka 	 Asia 	 Population 	"7,982,342.00"	"9,128,546.00"	"10,421,936.00"	"11,737,396.00"	"13,016,733.00"	"14,116,836.00"	"15,410,151.00"	"16,495,304.00"	"17,587,060.00"	"18,698,655.00"	"19,576,783.00"	"20,378,239.00"
 Sudan 	 Africa 	" Gross domestic product per capita, constant prices "	"1,615.99"	"1,770.34"	"1,959.59"	"1,688.00"	"1,659.65"	"2,202.99"	"1,895.54"	"1,507.82"	"1,492.20"	"1,632.21"	"1,993.40"	"2,602.39"
 Sudan 	 Africa 	 Life expectancy 	38.64	39.62	40.87	42.86	45.08	47.8	50.34	51.74	53.56	55.37	56.37	58.56
 Sudan 	 Africa 	 Population 	"8,504,667.00"	"9,753,392.00"	"11,183,227.00"	"12,716,129.00"	"14,597,019.00"	"17,104,986.00"	"20,367,053.00"	"24,725,960.00"	"28,227,588.00"	"32,160,729.00"	"37,090,298.00"	"42,292,929.00"
 Swaziland 	 Africa 	" Gross domestic product per capita, constant prices "	"1,148.38"	"1,244.71"	"1,856.18"	"2,613.10"	"3,364.84"	"3,781.41"	"3,895.38"	"3,984.84"	"3,553.02"	"3,876.77"	"4,128.12"	"4,513.48"
 Swaziland 	 Africa 	 Life expectancy 	41.41	43.42	44.99	46.63	49.55	52.54	55.56	57.68	58.47	54.29	43.87	39.61
 Swaziland 	 Africa 	 Population 	"290,243.00"	"326,741.00"	"370,006.00"	"420,690.00"	"480,105.00"	"551,425.00"	"649,901.00"	"779,348.00"	"962,344.00"	"1,054,486.00"	"1,130,269.00"	"1,133,066.00"
 Sweden 	 Europe 	" Gross domestic product per capita, constant prices "	"8,527.84"	"9,911.88"	"12,329.44"	"15,258.30"	"17,832.02"	"18,855.73"	"20,667.38"	"23,586.93"	"23,880.02"	"25,266.59"	"29,341.63"	"33,859.75"
 Sweden 	 Europe 	 Life expectancy 	71.86	72.49	73.37	74.16	74.72	75.44	76.42	77.19	78.16	79.39	80.04	80.88
 Sweden 	 Europe 	 Population 	"7,124,673.00"	"7,363,802.00"	"7,561,588.00"	"7,867,931.00"	"8,122,293.00"	"8,251,648.00"	"8,325,260.00"	"8,421,403.00"	"8,718,867.00"	"8,897,619.00"	"8,954,175.00"	"9,031,088.00"
 Switzerland 	 Europe 	" Gross domestic product per capita, constant prices "	"14,734.23"	"17,909.49"	"20,431.09"	"22,966.14"	"27,195.11"	"26,982.29"	"28,397.72"	"30,281.70"	"31,871.53"	"32,135.32"	"34,480.96"	"37,506.42"
 Switzerland 	 Europe 	 Life expectancy 	69.62	70.56	71.32	72.77	73.78	75.39	76.21	77.41	78.03	79.37	80.62	81.7
 Switzerland 	 Europe 	 Population 	"4,815,000.00"	"5,126,000.00"	"5,666,000.00"	"6,063,000.00"	"6,401,400.00"	"6,316,424.00"	"6,468,126.00"	"6,649,942.00"	"6,995,447.00"	"7,193,761.00"	"7,361,757.00"	"7,554,661.00"
 Syria 	 Asia 	" Gross domestic product per capita, constant prices "	"1,643.49"	"2,117.23"	"2,193.04"	"1,881.92"	"2,571.42"	"3,195.48"	"3,761.84"	"3,116.77"	"3,340.54"	"4,014.24"	"4,090.93"	"4,184.55"
 Syria 	 Asia 	 Life expectancy 	45.88	48.28	50.31	53.66	57.3	61.2	64.59	66.97	69.25	71.53	73.05	74.14
 Syria 	 Asia 	 Population 	"3,661,549.00"	"4,149,908.00"	"4,834,621.00"	"5,680,812.00"	"6,701,172.00"	"7,932,503.00"	"9,410,494.00"	"11,242,847.00"	"13,219,062.00"	"15,081,016.00"	"17,155,814.00"	"19,314,747.00"
 Taiwan 	 Asia 	" Gross domestic product per capita, constant prices "	"1,206.95"	"1,507.86"	"1,822.88"	"2,643.86"	"4,062.52"	"5,596.52"	"7,426.35"	"11,054.56"	"15,215.66"	"20,206.82"	"23,235.42"	"28,718.28"
 Taiwan 	 Asia 	 Life expectancy 	58.5	62.4	65.2	67.5	69.39	70.59	72.16	73.4	74.26	75.25	76.99	78.4
 Taiwan 	 Asia 	 Population 	"8,550,362.00"	"10,164,215.00"	"11,918,938.00"	"13,648,692.00"	"15,226,039.00"	"16,785,196.00"	"18,501,390.00"	"19,757,799.00"	"20,686,918.00"	"21,628,605.00"	"22,454,239.00"	"23,174,294.00"
 Tanzania 	 Africa 	" Gross domestic product per capita, constant prices "	716.65	698.54	722	848.22	915.99	962.49	874.24	831.82	825.68	789.19	899.07	"1,107.48"
 Tanzania 	 Africa 	 Life expectancy 	41.22	42.97	44.25	45.76	47.62	49.92	50.61	51.54	50.44	48.47	49.65	52.52
 Tanzania 	 Africa 	 Population 	"8,322,925.00"	"9,452,826.00"	"10,863,958.00"	"12,607,312.00"	"14,706,593.00"	"17,129,565.00"	"19,844,382.00"	"23,040,630.00"	"26,605,473.00"	"30,686,889.00"	"34,593,779.00"	"38,139,640.00"
 Thailand 	 Asia 	" Gross domestic product per capita, constant prices "	757.8	793.58	"1,002.20"	"1,295.46"	"1,524.36"	"1,961.22"	"2,393.22"	"2,982.65"	"4,616.90"	"5,852.63"	"5,913.19"	"7,458.40"
 Thailand 	 Asia 	 Life expectancy 	50.85	53.63	56.06	58.29	60.41	62.49	64.6	66.08	67.3	67.52	68.56	70.62
 Thailand 	 Asia 	 Population 	"21,289,402.00"	"25,041,917.00"	"29,263,397.00"	"34,024,249.00"	"39,276,153.00"	"44,148,285.00"	"48,827,160.00"	"52,910,342.00"	"56,667,095.00"	"60,216,677.00"	"62,806,748.00"	"65,068,149.00"
 Togo 	 Africa 	" Gross domestic product per capita, constant prices "	859.81	925.91	"1,067.53"	"1,477.60"	"1,649.66"	"1,532.78"	"1,344.58"	"1,202.20"	"1,034.30"	982.29	886.22	882.97
